edges,edge_labels,query_edge,query_label,story_id
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (3, 0), (0, 2), (2, 2), (1, 2), (3, 3), (2, 0), (2, 1), (0, 0), (1, 1), (3, 3), (3, 3), (3, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'spouse_of', 'sister_of', 'is_male', 'wife_of', 'is_female', 'parent_of', 'grandfather_of', 'no_sisters', 'is_female', 'no_daughters', 'no_brothers', 'maternal_grandparent_of']","(3, 1)","['daughter_in_law_of', 'child_in_law_of']",0
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (3, 0), (0, 2), (2, 2), (1, 2), (3, 3), (2, 0), (2, 1), (0, 0), (1, 1), (3, 3), (3, 3), (3, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'spouse_of', 'sister_of', 'is_male', 'wife_of', 'is_female', 'parent_of', 'grandfather_of', 'no_sisters', 'is_female', 'no_daughters', 'no_brothers', 'maternal_grandparent_of']","(2, 2)","['is_male', 'father_of', 'grandparent_of', 'grandchild_of', 'child_of', 'parent_of', 'son_of', 'grandfather_of', 'grandson_of']",0
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (3, 0), (0, 2), (2, 2), (1, 2), (3, 3), (2, 0), (2, 1), (0, 0), (1, 1), (3, 3), (3, 3), (3, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'spouse_of', 'sister_of', 'is_male', 'wife_of', 'is_female', 'parent_of', 'grandfather_of', 'no_sisters', 'is_female', 'no_daughters', 'no_brothers', 'maternal_grandparent_of']","(1, 3)","['parent_in_law_of', 'mother_in_law_of']",0
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (3, 0), (0, 2), (2, 2), (1, 2), (3, 3), (2, 0), (2, 1), (0, 0), (1, 1), (3, 3), (3, 3), (3, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'spouse_of', 'sister_of', 'is_male', 'wife_of', 'is_female', 'parent_of', 'grandfather_of', 'no_sisters', 'is_female', 'no_daughters', 'no_brothers', 'maternal_grandparent_of']","(2, 1)","['grandfather_of', 'son_of', 'father_in_law_of', 'child_of', 'grandparent_of', 'grandchild_of', 'parent_in_law_of', 'husband_of', 'spouse_of', 'grandson_of']",0
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (3, 0), (0, 2), (2, 2), (1, 2), (3, 3), (2, 0), (2, 1), (0, 0), (1, 1), (3, 3), (3, 3), (3, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'spouse_of', 'sister_of', 'is_male', 'wife_of', 'is_female', 'parent_of', 'grandfather_of', 'no_sisters', 'is_female', 'no_daughters', 'no_brothers', 'maternal_grandparent_of']","(1, 1)","['is_female', 'grandparent_of', 'daughter_in_law_of', 'grandmother_of', 'granddaughter_of', 'parent_in_law_of', 'grandchild_of', 'mother_in_law_of', 'child_in_law_of']",0
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (3, 0), (0, 2), (2, 2), (1, 2), (3, 3), (2, 0), (2, 1), (0, 0), (1, 1), (3, 3), (3, 3), (3, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'spouse_of', 'sister_of', 'is_male', 'wife_of', 'is_female', 'parent_of', 'grandfather_of', 'no_sisters', 'is_female', 'no_daughters', 'no_brothers', 'maternal_grandparent_of']","(0, 4)",['maternal_grandparent_of'],0
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 4), (4, 1), (2, 4), (0, 3), (2, 4), (1, 4), (3, 4), (3, 4), (0, 4), (4, 4), (0, 1), (2, 0), (0, 0), (4, 2), (0, 2), (3, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nephew_of', 'husband_of', 'son_in_law_of', 'brother_in_law_of', 'father_in_law_of', 'son_of', 'niece_of', 'parent_in_law_of', 'husband_of', 'no_sisters', 'maternal_aunt_or_uncle_of', 'paternal_grandfather_of', 'is_male', 'grandchild_of', 'grandparent_of', 'sibling_of']","(2, 0)","['paternal_grandfather_of', 'grandparent_of', 'grandson_of', 'grandchild_of', 'grandfather_of', 'maternal_grandfather_of', 'father_of', 'parent_of']",1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 4), (4, 1), (2, 4), (0, 3), (2, 4), (1, 4), (3, 4), (3, 4), (0, 4), (4, 4), (0, 1), (2, 0), (0, 0), (4, 2), (0, 2), (3, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nephew_of', 'husband_of', 'son_in_law_of', 'brother_in_law_of', 'father_in_law_of', 'son_of', 'niece_of', 'parent_in_law_of', 'husband_of', 'no_sisters', 'maternal_aunt_or_uncle_of', 'paternal_grandfather_of', 'is_male', 'grandchild_of', 'grandparent_of', 'sibling_of']","(3, 3)","['grandparent_of', 'is_female', 'mother_of', 'aunt_of', 'aunt_or_uncle_of', 'granddaughter_of', 'nibling_of', 'grandchild_of', 'daughter_of', 'niece_of', 'grandmother_of', 'child_of', 'parent_of']",1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 4), (4, 1), (2, 4), (0, 3), (2, 4), (1, 4), (3, 4), (3, 4), (0, 4), (4, 4), (0, 1), (2, 0), (0, 0), (4, 2), (0, 2), (3, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nephew_of', 'husband_of', 'son_in_law_of', 'brother_in_law_of', 'father_in_law_of', 'son_of', 'niece_of', 'parent_in_law_of', 'husband_of', 'no_sisters', 'maternal_aunt_or_uncle_of', 'paternal_grandfather_of', 'is_male', 'grandchild_of', 'grandparent_of', 'sibling_of']","(1, 0)","['grandparent_of', 'uncle_of', 'father_of', 'grandfather_of', 'paternal_grandfather_of', 'brother_of', 'grandchild_of', 'nephew_of', 'nibling_of', 'grandson_of', 'son_of', 'sibling_of', 'aunt_or_uncle_of', 'parent_of', 'child_of', 'maternal_grandfather_of']",1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 4), (4, 1), (2, 4), (0, 3), (2, 4), (1, 4), (3, 4), (3, 4), (0, 4), (4, 4), (0, 1), (2, 0), (0, 0), (4, 2), (0, 2), (3, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nephew_of', 'husband_of', 'son_in_law_of', 'brother_in_law_of', 'father_in_law_of', 'son_of', 'niece_of', 'parent_in_law_of', 'husband_of', 'no_sisters', 'maternal_aunt_or_uncle_of', 'paternal_grandfather_of', 'is_male', 'grandchild_of', 'grandparent_of', 'sibling_of']","(3, 4)","['niece_of', 'parent_in_law_of', 'grandchild_of', 'nibling_of', 'sibling_in_law_of', 'child_of', 'sister_in_law_of', 'mother_in_law_of', 'daughter_of', 'granddaughter_of']",1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 4), (4, 1), (2, 4), (0, 3), (2, 4), (1, 4), (3, 4), (3, 4), (0, 4), (4, 4), (0, 1), (2, 0), (0, 0), (4, 2), (0, 2), (3, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nephew_of', 'husband_of', 'son_in_law_of', 'brother_in_law_of', 'father_in_law_of', 'son_of', 'niece_of', 'parent_in_law_of', 'husband_of', 'no_sisters', 'maternal_aunt_or_uncle_of', 'paternal_grandfather_of', 'is_male', 'grandchild_of', 'grandparent_of', 'sibling_of']","(4, 4)","['no_sisters', 'parent_in_law_of', 'son_in_law_of', 'is_male', 'child_in_law_of', 'father_in_law_of']",1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 4), (4, 1), (2, 4), (0, 3), (2, 4), (1, 4), (3, 4), (3, 4), (0, 4), (4, 4), (0, 1), (2, 0), (0, 0), (4, 2), (0, 2), (3, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nephew_of', 'husband_of', 'son_in_law_of', 'brother_in_law_of', 'father_in_law_of', 'son_of', 'niece_of', 'parent_in_law_of', 'husband_of', 'no_sisters', 'maternal_aunt_or_uncle_of', 'paternal_grandfather_of', 'is_male', 'grandchild_of', 'grandparent_of', 'sibling_of']","(1, 3)","['son_of', 'aunt_or_uncle_of', 'father_of', 'grandson_of', 'brother_of', 'grandfather_of', 'nephew_of', 'grandchild_of', 'parent_of', 'grandparent_of', 'uncle_of', 'sibling_of', 'child_of', 'nibling_of']",1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 4), (4, 1), (2, 4), (0, 3), (2, 4), (1, 4), (3, 4), (3, 4), (0, 4), (4, 4), (0, 1), (2, 0), (0, 0), (4, 2), (0, 2), (3, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nephew_of', 'husband_of', 'son_in_law_of', 'brother_in_law_of', 'father_in_law_of', 'son_of', 'niece_of', 'parent_in_law_of', 'husband_of', 'no_sisters', 'maternal_aunt_or_uncle_of', 'paternal_grandfather_of', 'is_male', 'grandchild_of', 'grandparent_of', 'sibling_of']","(1, 1)","['father_of', 'is_male', 'uncle_of', 'parent_of', 'aunt_or_uncle_of', 'nephew_of', 'son_of', 'grandson_of', 'nibling_of', 'grandchild_of', 'child_of', 'grandparent_of', 'grandfather_of']",1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 4), (4, 1), (2, 4), (0, 3), (2, 4), (1, 4), (3, 4), (3, 4), (0, 4), (4, 4), (0, 1), (2, 0), (0, 0), (4, 2), (0, 2), (3, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nephew_of', 'husband_of', 'son_in_law_of', 'brother_in_law_of', 'father_in_law_of', 'son_of', 'niece_of', 'parent_in_law_of', 'husband_of', 'no_sisters', 'maternal_aunt_or_uncle_of', 'paternal_grandfather_of', 'is_male', 'grandchild_of', 'grandparent_of', 'sibling_of']","(3, 1)","['sibling_of', 'aunt_or_uncle_of', 'niece_of', 'mother_of', 'aunt_of', 'daughter_of', 'parent_of', 'grandparent_of', 'sister_of', 'granddaughter_of', 'nibling_of', 'child_of', 'grandchild_of', 'grandmother_of']",1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 4), (4, 1), (2, 4), (0, 3), (2, 4), (1, 4), (3, 4), (3, 4), (0, 4), (4, 4), (0, 1), (2, 0), (0, 0), (4, 2), (0, 2), (3, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nephew_of', 'husband_of', 'son_in_law_of', 'brother_in_law_of', 'father_in_law_of', 'son_of', 'niece_of', 'parent_in_law_of', 'husband_of', 'no_sisters', 'maternal_aunt_or_uncle_of', 'paternal_grandfather_of', 'is_male', 'grandchild_of', 'grandparent_of', 'sibling_of']","(1, 4)","['son_of', 'nephew_of', 'sibling_in_law_of', 'grandson_of', 'father_in_law_of', 'brother_in_law_of', 'nibling_of', 'husband_of', 'child_of', 'grandchild_of', 'spouse_of', 'parent_in_law_of']",1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 4), (4, 1), (2, 4), (0, 3), (2, 4), (1, 4), (3, 4), (3, 4), (0, 4), (4, 4), (0, 1), (2, 0), (0, 0), (4, 2), (0, 2), (3, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nephew_of', 'husband_of', 'son_in_law_of', 'brother_in_law_of', 'father_in_law_of', 'son_of', 'niece_of', 'parent_in_law_of', 'husband_of', 'no_sisters', 'maternal_aunt_or_uncle_of', 'paternal_grandfather_of', 'is_male', 'grandchild_of', 'grandparent_of', 'sibling_of']","(4, 3)","['sibling_in_law_of', 'brother_in_law_of', 'child_in_law_of', 'paternal_aunt_or_uncle_of', 'grandfather_of', 'parent_of', 'uncle_of', 'grandparent_of', 'father_of', 'son_in_law_of', 'aunt_or_uncle_of']",1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 4), (4, 1), (2, 4), (0, 3), (2, 4), (1, 4), (3, 4), (3, 4), (0, 4), (4, 4), (0, 1), (2, 0), (0, 0), (4, 2), (0, 2), (3, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nephew_of', 'husband_of', 'son_in_law_of', 'brother_in_law_of', 'father_in_law_of', 'son_of', 'niece_of', 'parent_in_law_of', 'husband_of', 'no_sisters', 'maternal_aunt_or_uncle_of', 'paternal_grandfather_of', 'is_male', 'grandchild_of', 'grandparent_of', 'sibling_of']","(4, 1)","['husband_of', 'son_in_law_of', 'uncle_of', 'parent_of', 'sibling_in_law_of', 'aunt_or_uncle_of', 'brother_in_law_of', 'father_of', 'grandparent_of', 'grandfather_of', 'child_in_law_of', 'paternal_aunt_or_uncle_of', 'spouse_of']",1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 4), (4, 1), (2, 4), (0, 3), (2, 4), (1, 4), (3, 4), (3, 4), (0, 4), (4, 4), (0, 1), (2, 0), (0, 0), (4, 2), (0, 2), (3, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nephew_of', 'husband_of', 'son_in_law_of', 'brother_in_law_of', 'father_in_law_of', 'son_of', 'niece_of', 'parent_in_law_of', 'husband_of', 'no_sisters', 'maternal_aunt_or_uncle_of', 'paternal_grandfather_of', 'is_male', 'grandchild_of', 'grandparent_of', 'sibling_of']","(0, 4)","['nephew_of', 'husband_of', 'brother_in_law_of', 'nibling_of', 'spouse_of', 'son_of', 'grandchild_of', 'parent_in_law_of', 'father_in_law_of', 'grandson_of', 'sibling_in_law_of', 'child_of']",1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 4), (4, 1), (2, 4), (0, 3), (2, 4), (1, 4), (3, 4), (3, 4), (0, 4), (4, 4), (0, 1), (2, 0), (0, 0), (4, 2), (0, 2), (3, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nephew_of', 'husband_of', 'son_in_law_of', 'brother_in_law_of', 'father_in_law_of', 'son_of', 'niece_of', 'parent_in_law_of', 'husband_of', 'no_sisters', 'maternal_aunt_or_uncle_of', 'paternal_grandfather_of', 'is_male', 'grandchild_of', 'grandparent_of', 'sibling_of']","(1, 2)","['child_of', 'son_of', 'grandparent_of', 'grandson_of', 'grandfather_of', 'grandchild_of']",1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 4), (4, 1), (2, 4), (0, 3), (2, 4), (1, 4), (3, 4), (3, 4), (0, 4), (4, 4), (0, 1), (2, 0), (0, 0), (4, 2), (0, 2), (3, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nephew_of', 'husband_of', 'son_in_law_of', 'brother_in_law_of', 'father_in_law_of', 'son_of', 'niece_of', 'parent_in_law_of', 'husband_of', 'no_sisters', 'maternal_aunt_or_uncle_of', 'paternal_grandfather_of', 'is_male', 'grandchild_of', 'grandparent_of', 'sibling_of']","(4, 2)","['grandchild_of', 'grandparent_of', 'grandson_of', 'grandfather_of', 'son_in_law_of', 'parent_in_law_of', 'child_in_law_of', 'father_in_law_of']",1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 4), (4, 1), (2, 4), (0, 3), (2, 4), (1, 4), (3, 4), (3, 4), (0, 4), (4, 4), (0, 1), (2, 0), (0, 0), (4, 2), (0, 2), (3, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nephew_of', 'husband_of', 'son_in_law_of', 'brother_in_law_of', 'father_in_law_of', 'son_of', 'niece_of', 'parent_in_law_of', 'husband_of', 'no_sisters', 'maternal_aunt_or_uncle_of', 'paternal_grandfather_of', 'is_male', 'grandchild_of', 'grandparent_of', 'sibling_of']","(3, 0)","['grandmother_of', 'sibling_in_law_of', 'niece_of', 'sister_of', 'sibling_of', 'nibling_of', 'parent_of', 'sister_in_law_of', 'aunt_of', 'mother_of', 'daughter_of', 'grandparent_of', 'granddaughter_of', 'grandchild_of', 'aunt_or_uncle_of', 'child_of']",1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 4), (4, 1), (2, 4), (0, 3), (2, 4), (1, 4), (3, 4), (3, 4), (0, 4), (4, 4), (0, 1), (2, 0), (0, 0), (4, 2), (0, 2), (3, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nephew_of', 'husband_of', 'son_in_law_of', 'brother_in_law_of', 'father_in_law_of', 'son_of', 'niece_of', 'parent_in_law_of', 'husband_of', 'no_sisters', 'maternal_aunt_or_uncle_of', 'paternal_grandfather_of', 'is_male', 'grandchild_of', 'grandparent_of', 'sibling_of']","(2, 3)","['grandparent_of', 'father_of', 'parent_of', 'grandfather_of']",1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 4), (4, 1), (2, 4), (0, 3), (2, 4), (1, 4), (3, 4), (3, 4), (0, 4), (4, 4), (0, 1), (2, 0), (0, 0), (4, 2), (0, 2), (3, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nephew_of', 'husband_of', 'son_in_law_of', 'brother_in_law_of', 'father_in_law_of', 'son_of', 'niece_of', 'parent_in_law_of', 'husband_of', 'no_sisters', 'maternal_aunt_or_uncle_of', 'paternal_grandfather_of', 'is_male', 'grandchild_of', 'grandparent_of', 'sibling_of']","(3, 2)","['daughter_of', 'grandchild_of', 'granddaughter_of', 'child_of']",1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 4), (4, 1), (2, 4), (0, 3), (2, 4), (1, 4), (3, 4), (3, 4), (0, 4), (4, 4), (0, 1), (2, 0), (0, 0), (4, 2), (0, 2), (3, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nephew_of', 'husband_of', 'son_in_law_of', 'brother_in_law_of', 'father_in_law_of', 'son_of', 'niece_of', 'parent_in_law_of', 'husband_of', 'no_sisters', 'maternal_aunt_or_uncle_of', 'paternal_grandfather_of', 'is_male', 'grandchild_of', 'grandparent_of', 'sibling_of']","(0, 3)","['brother_in_law_of', 'son_of', 'grandson_of', 'parent_of', 'maternal_aunt_or_uncle_of', 'grandchild_of', 'brother_of', 'grandfather_of', 'aunt_or_uncle_of', 'nibling_of', 'uncle_of', 'grandparent_of', 'child_of', 'father_of', 'sibling_of', 'nephew_of', 'sibling_in_law_of']",1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 4), (4, 1), (2, 4), (0, 3), (2, 4), (1, 4), (3, 4), (3, 4), (0, 4), (4, 4), (0, 1), (2, 0), (0, 0), (4, 2), (0, 2), (3, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nephew_of', 'husband_of', 'son_in_law_of', 'brother_in_law_of', 'father_in_law_of', 'son_of', 'niece_of', 'parent_in_law_of', 'husband_of', 'no_sisters', 'maternal_aunt_or_uncle_of', 'paternal_grandfather_of', 'is_male', 'grandchild_of', 'grandparent_of', 'sibling_of']","(0, 0)","['is_male', 'maternal_grandfather_of', 'grandchild_of', 'nibling_of', 'grandson_of', 'child_of', 'uncle_of', 'son_of', 'grandparent_of', 'paternal_grandfather_of', 'grandfather_of', 'father_of', 'maternal_aunt_or_uncle_of', 'aunt_or_uncle_of', 'nephew_of', 'parent_of']",1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 4), (4, 1), (2, 4), (0, 3), (2, 4), (1, 4), (3, 4), (3, 4), (0, 4), (4, 4), (0, 1), (2, 0), (0, 0), (4, 2), (0, 2), (3, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nephew_of', 'husband_of', 'son_in_law_of', 'brother_in_law_of', 'father_in_law_of', 'son_of', 'niece_of', 'parent_in_law_of', 'husband_of', 'no_sisters', 'maternal_aunt_or_uncle_of', 'paternal_grandfather_of', 'is_male', 'grandchild_of', 'grandparent_of', 'sibling_of']","(0, 1)","['maternal_aunt_or_uncle_of', 'son_of', 'nibling_of', 'father_of', 'grandson_of', 'child_of', 'brother_of', 'sibling_of', 'aunt_or_uncle_of', 'nephew_of', 'grandparent_of', 'uncle_of', 'grandfather_of', 'parent_of', 'grandchild_of']",1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 4), (4, 1), (2, 4), (0, 3), (2, 4), (1, 4), (3, 4), (3, 4), (0, 4), (4, 4), (0, 1), (2, 0), (0, 0), (4, 2), (0, 2), (3, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nephew_of', 'husband_of', 'son_in_law_of', 'brother_in_law_of', 'father_in_law_of', 'son_of', 'niece_of', 'parent_in_law_of', 'husband_of', 'no_sisters', 'maternal_aunt_or_uncle_of', 'paternal_grandfather_of', 'is_male', 'grandchild_of', 'grandparent_of', 'sibling_of']","(4, 0)","['brother_in_law_of', 'aunt_or_uncle_of', 'uncle_of', 'maternal_grandfather_of', 'paternal_aunt_or_uncle_of', 'paternal_grandfather_of', 'child_in_law_of', 'husband_of', 'son_in_law_of', 'grandfather_of', 'parent_of', 'grandparent_of', 'father_of', 'spouse_of', 'sibling_in_law_of']",1
